Player ID: 2516, rank: 24, skill: 25, winrate: 0.12, luck: 0.00021288552452211203
Player ID: 2575, rank: 22, skill: 25, winrate: 0.24, luck: 0.012066384523029676
Player ID: 2486, rank: 22, skill: 24, winrate: 0.28, luck: 0.07005912490421276
Player ID: 2380, rank: 22, skill: 23, winrate: 0.28, luck: 0.002192861815463113
Player ID: 2522, rank: 22, skill: 25, winrate: 0.24, luck: 0.0823339483159887
Player ID: 2400, rank: 22, skill: 24, winrate: 0.24, luck: 0.0020761792479969524
Player ID: 2531, rank: 22, skill: 25, winrate: 0.28, luck: 0.021606921622404438
Player ID: 2503, rank: 22, skill: 25, winrate: 0.24, luck: 0.005438323806453468
Player ID: 2471, rank: 22, skill: 24, winrate: 0.28, luck: 0.1885817531389319
Player ID: 2511, rank: 22, skill: 25, winrate: 0.28, luck: 0.049197425180567196
Player ID: 2455, rank: 22, skill: 24, winrate: 0.28, luck: 0.007575479321872235
Player ID: 2580, rank: 22, skill: 25, winrate: 0.24, luck: 0.057436022431665845
Player ID: 2461, rank: 22, skill: 24, winrate: 0.28, luck: 0.0039860107524725946
Player ID: 2405, rank: 21, skill: 24, winrate: 0.28, luck: 0.19926290017132994
Player ID: 2211, rank: 21, skill: 22, winrate: 0.32, luck: 0.009951596240122712
Player ID: 2241, rank: 21, skill: 22, winrate: 0.36, luck: 0.0004339053451136898
Player ID: 2303, rank: 21, skill: 23, winrate: 0.32, luck: 0.057851225212608166
Player ID: 2117, rank: 21, skill: 21, winrate: 0.32, luck: 1.418728403967933e-06
Player ID: 2465, rank: 21, skill: 24, winrate: 0.36, luck: 0.17439238812590915
Player ID: 2228, rank: 21, skill: 22, winrate: 0.36, luck: 0.010215088261777229
Player ID: 2446, rank: 21, skill: 24, winrate: 0.32, luck: 0.06794028352699007
Player ID: 2487, rank: 21, skill: 24, winrate: 0.32, luck: 0.9162428929619132
Player ID: 2375, rank: 21, skill: 23, winrate: 0.36, luck: 0.437327194282492
Player ID: 2325, rank: 21, skill: 23, winrate: 0.32, luck: 0.4211993878306969
Player ID: 2338, rank: 21, skill: 23, winrate: 0.32, luck: 0.0804161302016402
Player ID: 2567, rank: 21, skill: 25, winrate: 0.32, luck: 3.301634803285699
Player ID: 2175, rank: 21, skill: 21, winrate: 0.32, luck: 0.07056108061571219
Player ID: 2594, rank: 21, skill: 25, winrate: 0.32, luck: 0.21496838070468052
Player ID: 2367, rank: 21, skill: 23, winrate: 0.28, luck: 0.010746679646256049
Player ID: 2581, rank: 21, skill: 25, winrate: 0.32, luck: 0.07840404156970461
Player ID: 2538, rank: 21, skill: 25, winrate: 0.36, luck: 11.436169766257178
Player ID: 2386, rank: 21, skill: 23, winrate: 0.32, luck: 0.013985745316906138
Player ID: 2265, rank: 21, skill: 22, winrate: 0.32, luck: 0.0013872368331607338
Player ID: 2573, rank: 21, skill: 25, winrate: 0.28, luck: 0.1652815932269335
Player ID: 2456, rank: 21, skill: 24, winrate: 0.36, luck: 0.12033616666654284
Player ID: 2209, rank: 21, skill: 22, winrate: 0.36, luck: 0.12549070939314969
Player ID: 2408, rank: 21, skill: 24, winrate: 0.32, luck: 1.4704818705553881
Player ID: 2502, rank: 21, skill: 25, winrate: 0.36, luck: 3.159136518755929
Player ID: 2542, rank: 21, skill: 25, winrate: 0.32, luck: 0.2079512253364205
Player ID: 2484, rank: 21, skill: 24, winrate: 0.28, luck: 0.02838777437040042
Player ID: 2214, rank: 21, skill: 22, winrate: 0.32, luck: 0.12135976344972758
Player ID: 2521, rank: 21, skill: 25, winrate: 0.28, luck: 0.10620926466597527
Player ID: 2394, rank: 21, skill: 23, winrate: 0.36, luck: 0.037708672011207395
Player ID: 2555, rank: 21, skill: 25, winrate: 0.24, luck: 0.46269412145056105
Player ID: 2564, rank: 21, skill: 25, winrate: 0.36, luck: 6.3896699078822214
Player ID: 2485, rank: 21, skill: 24, winrate: 0.28, luck: 0.00398263064554627
Player ID: 2390, rank: 21, skill: 23, winrate: 0.36, luck: 0.006539382880271485
Player ID: 2321, rank: 21, skill: 23, winrate: 0.32, luck: 0.04097125709569461
Player ID: 2472, rank: 21, skill: 24, winrate: 0.28, luck: 0.3188220497250763
Player ID: 2008, rank: 21, skill: 20, winrate: 0.32, luck: 0.013078976631287646
Player ID: 2591, rank: 21, skill: 25, winrate: 0.28, luck: 0.18271488108156425
Player ID: 2291, rank: 21, skill: 22, winrate: 0.32, luck: 0.00019816313841472188
Player ID: 2233, rank: 21, skill: 22, winrate: 0.32, luck: 0.0004015926841555984
Player ID: 2136, rank: 21, skill: 21, winrate: 0.36, luck: 0.0015929515780173083
Player ID: 2352, rank: 21, skill: 23, winrate: 0.36, luck: 4.860105921925832
Player ID: 2344, rank: 21, skill: 23, winrate: 0.32, luck: 0.0006397886390831128
Player ID: 2553, rank: 21, skill: 25, winrate: 0.32, luck: 0.44805873262659146
Player ID: 2406, rank: 21, skill: 24, winrate: 0.32, luck: 0.07696110561460795
Player ID: 2324, rank: 21, skill: 23, winrate: 0.36, luck: 0.02718233077836836
Player ID: 2159, rank: 21, skill: 21, winrate: 0.32, luck: 0.05038379333585726
Player ID: 2363, rank: 21, skill: 23, winrate: 0.36, luck: 0.3983865326060089
Player ID: 2373, rank: 21, skill: 23, winrate: 0.32, luck: 0.0028642458525069392
Player ID: 2179, rank: 21, skill: 21, winrate: 0.28, luck: 8.05353313277543e-06
Player ID: 2202, rank: 21, skill: 22, winrate: 0.36, luck: 0.04247612165392626
Player ID: 2470, rank: 21, skill: 24, winrate: 0.24, luck: 0.08061778344045875
Player ID: 2488, rank: 21, skill: 24, winrate: 0.32, luck: 0.03278091071595923
Player ID: 2595, rank: 21, skill: 25, winrate: 0.36, luck: 2.1565245239854383
Player ID: 2345, rank: 21, skill: 23, winrate: 0.28, luck: 0.16541929852772128
Player ID: 2369, rank: 21, skill: 23, winrate: 0.36, luck: 0.04766579218233261
Player ID: 2410, rank: 21, skill: 24, winrate: 0.32, luck: 1.3580365284837979
Player ID: 2258, rank: 21, skill: 22, winrate: 0.36, luck: 0.43198453181209934
Player ID: 2262, rank: 21, skill: 22, winrate: 0.36, luck: 0.05473041572706495
Player ID: 2354, rank: 21, skill: 23, winrate: 0.32, luck: 0.04528215189984105
Player ID: 2432, rank: 21, skill: 24, winrate: 0.28, luck: 0.20357312679912115
Player ID: 2319, rank: 21, skill: 23, winrate: 0.32, luck: 0.40291854550223133
Player ID: 2232, rank: 21, skill: 22, winrate: 0.36, luck: 0.017880326728755478
Player ID: 1932, rank: 21, skill: 19, winrate: 0.36, luck: 0.001241704513511027
Player ID: 2378, rank: 21, skill: 23, winrate: 0.36, luck: 1.6063762095499516
Player ID: 2128, rank: 21, skill: 21, winrate: 0.36, luck: 1.0404772904686106
Player ID: 2327, rank: 21, skill: 23, winrate: 0.32, luck: 0.031173565869530302
Player ID: 2310, rank: 21, skill: 23, winrate: 0.32, luck: 0.047674323792428565
Player ID: 2337, rank: 21, skill: 23, winrate: 0.36, luck: 0.11846483655691349
Player ID: 2242, rank: 21, skill: 22, winrate: 0.36, luck: 0.032161584243640275
Player ID: 2568, rank: 21, skill: 25, winrate: 0.28, luck: 0.01641990202151989
Player ID: 2436, rank: 21, skill: 24, winrate: 0.32, luck: 0.07923556029348362
Player ID: 2434, rank: 21, skill: 24, winrate: 0.36, luck: 0.15020456205064533
Player ID: 2132, rank: 21, skill: 21, winrate: 0.36, luck: 0.011532611459332846
Player ID: 2489, rank: 21, skill: 24, winrate: 0.32, luck: 2.663152340485947
Player ID: 2201, rank: 21, skill: 22, winrate: 0.32, luck: 0.00971074302552517
Player ID: 2482, rank: 21, skill: 24, winrate: 0.32, luck: 0.05314319020843107
Player ID: 2442, rank: 21, skill: 24, winrate: 0.32, luck: 0.1441611641027072
Player ID: 2497, rank: 21, skill: 24, winrate: 0.32, luck: 0.8803115652951278
Player ID: 2561, rank: 21, skill: 25, winrate: 0.32, luck: 0.23923440663906917
Player ID: 2153, rank: 21, skill: 21, winrate: 0.32, luck: 0.00012768422092001718
Player ID: 2356, rank: 21, skill: 23, winrate: 0.32, luck: 0.03447520908652668
Player ID: 2217, rank: 21, skill: 22, winrate: 0.36, luck: 0.14492333755679185
Player ID: 2257, rank: 21, skill: 22, winrate: 0.36, luck: 0.005933639093573085
Player ID: 2578, rank: 21, skill: 25, winrate: 0.28, luck: 0.1869741143362764
Player ID: 2218, rank: 21, skill: 22, winrate: 0.32, luck: 0.29826303484770117
Player ID: 2550, rank: 21, skill: 25, winrate: 0.28, luck: 0.44859354020237585
Player ID: 2067, rank: 21, skill: 20, winrate: 0.36, luck: 0.00015830220582448113
Player ID: 2563, rank: 21, skill: 25, winrate: 0.32, luck: 0.707412148607002
Player ID: 2510, rank: 21, skill: 25, winrate: 0.28, luck: 0.14884069250973456
Player ID: 2292, rank: 21, skill: 22, winrate: 0.36, luck: 0.008233615953433283
Player ID: 2300, rank: 21, skill: 23, winrate: 0.36, luck: 3.4761967826707583
Player ID: 2565, rank: 21, skill: 25, winrate: 0.28, luck: 0.5297189906016282
Player ID: 2468, rank: 21, skill: 24, winrate: 0.36, luck: 0.5514212735246756
Player ID: 2536, rank: 21, skill: 25, winrate: 0.32, luck: 0.36662171752705963
Player ID: 2401, rank: 21, skill: 24, winrate: 0.32, luck: 0.15139700706558565
Player ID: 2238, rank: 21, skill: 22, winrate: 0.36, luck: 0.003295459933120418
Player ID: 2454, rank: 21, skill: 24, winrate: 0.28, luck: 0.01159547130770611
Player ID: 2366, rank: 21, skill: 23, winrate: 0.28, luck: 0.0025549485004427745
Player ID: 2250, rank: 21, skill: 22, winrate: 0.32, luck: 0.006638699936176709
Player ID: 2530, rank: 21, skill: 25, winrate: 0.24, luck: 0.005984366582726021
Player ID: 2385, rank: 21, skill: 23, winrate: 0.36, luck: 0.029561033530965307
Player ID: 2358, rank: 21, skill: 23, winrate: 0.28, luck: 0.16304972850116978
Player ID: 2155, rank: 21, skill: 21, winrate: 0.32, luck: 0.0013883121585454758
Player ID: 2205, rank: 21, skill: 22, winrate: 0.36, luck: 0.036149064389516816
Player ID: 2589, rank: 21, skill: 25, winrate: 0.28, luck: 0.9279833917488624
Player ID: 2341, rank: 21, skill: 23, winrate: 0.32, luck: 0.003259328236667739
Player ID: 2281, rank: 21, skill: 22, winrate: 0.36, luck: 0.0012467203689071303
Player ID: 2315, rank: 21, skill: 23, winrate: 0.32, luck: 0.30194369322845444
Player ID: 2342, rank: 21, skill: 23, winrate: 0.36, luck: 0.3558387012599506
Player ID: 2168, rank: 21, skill: 21, winrate: 0.36, luck: 0.00019243244448591932
Player ID: 2504, rank: 21, skill: 25, winrate: 0.32, luck: 0.3701394833605095
Player ID: 2460, rank: 21, skill: 24, winrate: 0.32, luck: 0.9621668323998188
Player ID: 2372, rank: 21, skill: 23, winrate: 0.32, luck: 0.0032983457248407957
Player ID: 2388, rank: 21, skill: 23, winrate: 0.28, luck: 0.039064284317446525
Player ID: 2311, rank: 21, skill: 23, winrate: 0.28, luck: 4.682451653051688
Player ID: 2145, rank: 21, skill: 21, winrate: 0.32, luck: 0.001199158464292725
Player ID: 2395, rank: 21, skill: 23, winrate: 0.32, luck: 0.005937480924941323
Player ID: 2195, rank: 21, skill: 21, winrate: 0.32, luck: 0.0006810945321775293
Player ID: 2451, rank: 21, skill: 24, winrate: 0.28, luck: 5.7503981383973155
Player ID: 2476, rank: 21, skill: 24, winrate: 0.32, luck: 0.21509891038596013
Player ID: 2377, rank: 21, skill: 23, winrate: 0.32, luck: 0.021019038191711754
Player ID: 2398, rank: 21, skill: 23, winrate: 0.32, luck: 0.00859408320728737
Player ID: 2452, rank: 21, skill: 24, winrate: 0.28, luck: 0.07430650729807951
Player ID: 2384, rank: 21, skill: 23, winrate: 0.36, luck: 0.5971244772243208
Player ID: 2376, rank: 21, skill: 23, winrate: 0.36, luck: 13.5820193107448
Player ID: 2495, rank: 21, skill: 24, winrate: 0.28, luck: 0.4098223148683938
Player ID: 2524, rank: 21, skill: 25, winrate: 0.32, luck: 0.21655514212981683
Player ID: 2438, rank: 21, skill: 24, winrate: 0.32, luck: 0.6921479962166392
Player ID: 2365, rank: 21, skill: 23, winrate: 0.32, luck: 0.0030047554321432357
Player ID: 2245, rank: 21, skill: 22, winrate: 0.36, luck: 0.0017238498739761553
Player ID: 2223, rank: 21, skill: 22, winrate: 0.36, luck: 0.01245812841401866
Player ID: 2333, rank: 21, skill: 23, winrate: 0.36, luck: 0.040098608084720544
Player ID: 2313, rank: 21, skill: 23, winrate: 0.32, luck: 0.01529914537142717
Player ID: 2317, rank: 21, skill: 23, winrate: 0.28, luck: 0.09823668325607503
Player ID: 2560, rank: 21, skill: 25, winrate: 0.28, luck: 0.724795831285069
Player ID: 2349, rank: 21, skill: 23, winrate: 0.28, luck: 0.07489755177242866
Player ID: 2572, rank: 21, skill: 25, winrate: 0.32, luck: 3.88102900455473
Player ID: 2285, rank: 21, skill: 22, winrate: 0.32, luck: 0.005523970768114727
Player ID: 2566, rank: 21, skill: 25, winrate: 0.32, luck: 0.27043376970004307
Player ID: 2458, rank: 21, skill: 24, winrate: 0.32, luck: 0.31936422216009747
Player ID: 2246, rank: 21, skill: 22, winrate: 0.32, luck: 0.0033010078174841202
Player ID: 2130, rank: 21, skill: 21, winrate: 0.36, luck: 2.506659648536681e-05
Player ID: 2414, rank: 21, skill: 24, winrate: 0.32, luck: 1.4087229645683157
Player ID: 2579, rank: 21, skill: 25, winrate: 0.36, luck: 3.308692158751522
Player ID: 2433, rank: 21, skill: 24, winrate: 0.32, luck: 0.06692878758433772
Player ID: 2515, rank: 21, skill: 25, winrate: 0.28, luck: 0.13510959975644238
Player ID: 2177, rank: 21, skill: 21, winrate: 0.32, luck: 3.2637428428394477e-06
Player ID: 2424, rank: 21, skill: 24, winrate: 0.36, luck: 2.3132943231295733
Player ID: 2518, rank: 21, skill: 25, winrate: 0.32, luck: 6.044928960587583
Player ID: 2490, rank: 21, skill: 24, winrate: 0.28, luck: 0.5917190846256932
Player ID: 2302, rank: 21, skill: 23, winrate: 0.28, luck: 0.009943553630112827
Player ID: 2397, rank: 21, skill: 23, winrate: 0.36, luck: 0.09101731970058602
Player ID: 2445, rank: 21, skill: 24, winrate: 0.32, luck: 0.3934694844489101
Player ID: 2328, rank: 21, skill: 23, winrate: 0.32, luck: 0.01584001282991421
Player ID: 2252, rank: 21, skill: 22, winrate: 0.32, luck: 0.0004094700429095903
Player ID: 2478, rank: 21, skill: 24, winrate: 0.32, luck: 5.493401566325258
Player ID: 2533, rank: 21, skill: 25, winrate: 0.28, luck: 0.023737781525001937
Player ID: 2493, rank: 21, skill: 24, winrate: 0.32, luck: 0.04575001983508945
Player ID: 2419, rank: 21, skill: 24, winrate: 0.32, luck: 0.8061242600478241
Player ID: 2392, rank: 21, skill: 23, winrate: 0.36, luck: 0.025780833706189103
Player ID: 2368, rank: 21, skill: 23, winrate: 0.36, luck: 0.047429991792453816
Player ID: 2171, rank: 21, skill: 21, winrate: 0.32, luck: 0.006294970852944438
Player ID: 2507, rank: 21, skill: 25, winrate: 0.36, luck: 1.766069143819921
Player ID: 2475, rank: 21, skill: 24, winrate: 0.32, luck: 0.007306274211954145
Player ID: 2190, rank: 21, skill: 21, winrate: 0.36, luck: 0.008422185400299433
Player ID: 2547, rank: 21, skill: 25, winrate: 0.32, luck: 0.8034035048400334
Player ID: 2571, rank: 21, skill: 25, winrate: 0.32, luck: 1.2816767593120606
Player ID: 2348, rank: 21, skill: 23, winrate: 0.32, luck: 0.0051044213791015735
Player ID: 2453, rank: 21, skill: 24, winrate: 0.36, luck: 0.3533936238097579
Player ID: 2583, rank: 21, skill: 25, winrate: 0.32, luck: 0.6658294545156191
Player ID: 2393, rank: 21, skill: 23, winrate: 0.36, luck: 0.06163401367793595
Player ID: 2431, rank: 21, skill: 24, winrate: 0.32, luck: 0.24825890119976296
Player ID: 2343, rank: 21, skill: 23, winrate: 0.36, luck: 0.16636290872111542
Player ID: 2592, rank: 21, skill: 25, winrate: 0.32, luck: 1.480784258690601
Player ID: 2256, rank: 21, skill: 22, winrate: 0.28, luck: 0.010467956465212891
Player ID: 2415, rank: 21, skill: 24, winrate: 0.36, luck: 1.417786905872855
Player ID: 2597, rank: 21, skill: 25, winrate: 0.36, luck: 2.423300351312717
Player ID: 2498, rank: 21, skill: 24, winrate: 0.32, luck: 0.46153061440317206
Player ID: 2541, rank: 21, skill: 25, winrate: 0.32, luck: 3.5961982771988232
Player ID: 2417, rank: 21, skill: 24, winrate: 0.32, luck: 0.15489889230346654
Player ID: 2210, rank: 21, skill: 22, winrate: 0.32, luck: 0.05782411025581683
Player ID: 2428, rank: 21, skill: 24, winrate: 0.32, luck: 7.002791422024551
Player ID: 2546, rank: 21, skill: 25, winrate: 0.28, luck: 0.008826802659954744
Player ID: 2305, rank: 21, skill: 23, winrate: 0.36, luck: 0.014189628565330282
Player ID: 2339, rank: 21, skill: 23, winrate: 0.32, luck: 0.030181992312169326
Player ID: 2413, rank: 21, skill: 24, winrate: 0.32, luck: 1.8327752034491918
Player ID: 2479, rank: 21, skill: 24, winrate: 0.36, luck: 1.6962943503461556
Player ID: 2513, rank: 21, skill: 25, winrate: 0.32, luck: 0.5710384080771701
Player ID: 2219, rank: 21, skill: 22, winrate: 0.36, luck: 0.0349933178116644
Player ID: 2227, rank: 21, skill: 22, winrate: 0.32, luck: 0.012604139046313237
Player ID: 2122, rank: 21, skill: 21, winrate: 0.36, luck: 0.004566910845213793
Player ID: 1600, rank: 20, skill: 16, winrate: 0.4, luck: 0.2072919920245633
Player ID: 2306, rank: 20, skill: 23, winrate: 0.36, luck: 0.006597393402003781
Player ID: 1984, rank: 20, skill: 19, winrate: 0.4, luck: 0.4393053883975738
Player ID: 1146, rank: 20, skill: 11, winrate: 0.52, luck: 0.03064814752432851
Player ID: 1724, rank: 20, skill: 17, winrate: 0.36, luck: 0.020832568950778483
Player ID: 984, rank: 20, skill: 9, winrate: 0.52, luck: 2.642411164966412
Player ID: 916, rank: 20, skill: 9, winrate: 0.52, luck: 0.08426663012136162
Player ID: 2056, rank: 20, skill: 20, winrate: 0.4, luck: 0.2555155207357741
Player ID: 1067, rank: 20, skill: 10, winrate: 0.56, luck: 0.17965039831109905
Player ID: 581, rank: 20, skill: 5, winrate: 0.52, luck: 0.006375333955124349
Player ID: 1505, rank: 20, skill: 15, winrate: 0.44, luck: 0.07351330381147972
Player ID: 1507, rank: 20, skill: 15, winrate: 0.4, luck: 0.0005117788293318823
Player ID: 1264, rank: 20, skill: 12, winrate: 0.4, luck: 0.173162116705536
Player ID: 2005, rank: 20, skill: 20, winrate: 0.36, luck: 0.16554181512542598
Player ID: 2015, rank: 20, skill: 20, winrate: 0.36, luck: 0.2679602063519564
Player ID: 502, rank: 20, skill: 5, winrate: 0.6, luck: 0.0923899504759945
Player ID: 1920, rank: 20, skill: 19, winrate: 0.36, luck: 0.2662834532156461
Player ID: 1854, rank: 20, skill: 18, winrate: 0.44, luck: 0.0072834164593327776
Player ID: 1322, rank: 20, skill: 13, winrate: 0.44, luck: 0.12064783962169998
Player ID: 2277, rank: 20, skill: 22, winrate: 0.36, luck: 0.038368427326989335
Player ID: 1877, rank: 20, skill: 18, winrate: 0.32, luck: 0.03898169337612655
Player ID: 2370, rank: 20, skill: 23, winrate: 0.44, luck: 22.829662298556755
Player ID: 2109, rank: 20, skill: 21, winrate: 0.36, luck: 0.04696373424419066
Player ID: 1687, rank: 20, skill: 16, winrate: 0.36, luck: 0.05622919837115801
Player ID: 1201, rank: 20, skill: 12, winrate: 0.52, luck: 0.36135789445619754
Player ID: 1751, rank: 20, skill: 17, winrate: 0.48, luck: 0.024846135205542314
Player ID: 1663, rank: 20, skill: 16, winrate: 0.44, luck: 0.26542788233386594
Player ID: 917, rank: 20, skill: 9, winrate: 0.56, luck: 0.6903456804660397
Player ID: 2062, rank: 20, skill: 20, winrate: 0.44, luck: 0.8229354747145602
Player ID: 855, rank: 20, skill: 8, winrate: 0.52, luck: 0.011017926695996652
Player ID: 1824, rank: 20, skill: 18, winrate: 0.4, luck: 2.7458924771698534
Player ID: 1801, rank: 20, skill: 18, winrate: 0.4, luck: 0.008265830706392202
Player ID: 2402, rank: 20, skill: 24, winrate: 0.4, luck: 3.4734094640492845
Player ID: 2178, rank: 20, skill: 21, winrate: 0.4, luck: 0.013110131622813936
Player ID: 1975, rank: 20, skill: 19, winrate: 0.4, luck: 0.005148517607590036
Player ID: 2197, rank: 20, skill: 21, winrate: 0.36, luck: 0.0045763972318691075
Player ID: 1054, rank: 20, skill: 10, winrate: 0.52, luck: 0.21884212612322396
Player ID: 1013, rank: 20, skill: 10, winrate: 0.56, luck: 2.1434664178813807
Player ID: 1024, rank: 20, skill: 10, winrate: 0.52, luck: 0.011918702554746464
Player ID: 1495, rank: 20, skill: 14, winrate: 0.4, luck: 0.004912588804579781
Player ID: 2225, rank: 20, skill: 22, winrate: 0.36, luck: 0.5983032145768492
Player ID: 2187, rank: 20, skill: 21, winrate: 0.36, luck: 5.670473897718728
Player ID: 880, rank: 20, skill: 8, winrate: 0.52, luck: 0.05044533123010105
Player ID: 1741, rank: 20, skill: 17, winrate: 0.36, luck: 0.17298434826090706
Player ID: 1996, rank: 20, skill: 19, winrate: 0.4, luck: 0.2587028879355892
Player ID: 1797, rank: 20, skill: 17, winrate: 0.4, luck: 0.09172552073393062
Player ID: 1702, rank: 20, skill: 17, winrate: 0.44, luck: 0.4183847045785661
Player ID: 2198, rank: 20, skill: 21, winrate: 0.44, luck: 7.7636551521155726
Player ID: 1301, rank: 20, skill: 13, winrate: 0.44, luck: 0.009190009093766662
Player ID: 1808, rank: 20, skill: 18, winrate: 0.44, luck: 1.380388472079016
Player ID: 1233, rank: 20, skill: 12, winrate: 0.48, luck: 0.007287444170827598
Player ID: 1852, rank: 20, skill: 18, winrate: 0.4, luck: 0.32424533960509033
Player ID: 1681, rank: 20, skill: 16, winrate: 0.4, luck: 0.09363365825795458
Player ID: 1488, rank: 20, skill: 14, winrate: 0.48, luck: 0.00558661015124814
